setup_date,fill_date,strategy,direction,contracts,fill_price,exit_price,exit_reason,pts,pts_net,pnl_dollars,risk_pts,R,equity_after
2005-01-12,2005-01-13,TOPQ,long,19,1573.25,1560.25,stop,-13.0,-13.5,-541.5,13.0,-1.0384615384615385,99458.5
2005-01-20,2005-01-21,NR7,short,11,1518.75,1509.5,close,9.25,8.75,176.0,21.25,0.4117647058823529,99634.5
2005-01-21,2005-01-24,TOPQ,short,19,1505.75,1493.5,target,12.25,11.75,418.0,12.75,0.9215686274509803,100052.5
2005-01-27,2005-01-28,NR7,long,14,1517.75,1500.5,stop,-17.25,-17.75,-518.0,17.25,-1.0289855072463767,99534.5
2005-02-08,2005-02-09,TOPQ,short,24,1526.75,1536.75,ambiguous_stop,-10.0,-10.5,-540.0,10.0,-1.05,98994.5
2005-02-14,2005-02-15,NR7,long,21,1543.25,1561.73,target,18.480000000000018,17.980000000000018,723.6600000000008,11.25,1.5982222222222238,99718.16
2005-02-18,2005-02-22,TOPQ,short,31,1513.75,1521.75,ambiguous_stop,-8.0,-8.5,-573.5,8.0,-1.0625,99144.66
2005-02-25,2005-02-28,TOPQ,long,40,1532.25,1523.25,stop,-9.0,-9.5,-820.0,9.0,-1.0555555555555556,98324.66
2005-03-01,2005-03-02,TOPQ,long,33,1532.25,1521.5,ambiguous_stop,-10.75,-11.25,-792.0,10.75,-1.0465116279069768,97532.66
2005-03-10,2005-03-11,TOPQ,long,24,1531.5,1516.5,stop,-15.0,-15.5,-780.0,15.0,-1.0333333333333334,96752.66
2005-03-15,2005-03-16,TOPQ,short,32,1500.75,1489.75,target,11.0,10.5,624.0,11.5,0.9130434782608695,97376.66
2005-03-22,2005-03-23,TOPQ,short,27,1472.75,1486.25,stop,-13.5,-14.0,-796.5,13.5,-1.037037037037037,96580.16
2005-03-28,2005-03-29,TOPQ,short,48,1479.25,1486.75,ambiguous_stop,-7.5,-8.0,-840.0,7.5,-1.0666666666666667,95740.16
2005-04-11,2005-04-12,TOPQ,short,44,1482.75,1491.0,ambiguous_stop,-8.25,-8.75,-836.0,8.25,-1.0606060606060606,94904.16
2005-04-13,2005-04-14,TOPQ,short,22,1465.25,1450.75,target,14.5,14.0,583.0,15.0,0.9333333333333333,95487.16
2005-04-14,2005-04-15,TOPQ,short,20,1438.75,1421.25,target,17.5,17.0,650.0,18.0,0.9444444444444444,96137.16
2005-04-19,2005-04-20,NR7,long,20,1432.0,1414.0,stop,-18.0,-18.5,-770.0,18.0,-1.0277777777777777,95367.16
2005-04-25,2005-04-26,NR7,long,24,1444.25,1430.0,stop,-14.25,-14.75,-744.0,14.25,-1.0350877192982457,94623.16
2005-04-28,2005-04-29,TOPQ,short,36,1411.25,1421.0,ambiguous_stop,-9.75,-10.25,-792.0,9.75,-1.0512820512820513,93831.16
2005-05-17,2005-05-18,TOPQ,long,28,1495.75,1507.25,target,11.5,11.0,574.0,12.0,0.9166666666666666,94405.16
2005-06-02,2005-06-03,TOPQ,long,39,1572.25,1563.5,stop,-8.75,-9.25,-780.0,8.75,-1.0571428571428572,93625.16
2005-06-14,2005-06-15,TOPQ,short,28,1521.25,1533.5,stop,-12.25,-12.75,-756.0,12.25,-1.0408163265306123,92869.16
2005-07-01,2005-07-05,TOPQ,short,45,1497.75,1505.25,stop,-7.5,-8.0,-787.5,7.5,-1.0666666666666667,92081.66
2005-07-06,2005-07-07,TOPQ,short,38,1504.25,1513.25,ambiguous_stop,-9.0,-9.5,-779.0,9.0,-1.0555555555555556,91302.66
2005-07-07,2005-07-08,TOPQ,long,14,1514.25,1538.5,target,24.25,23.75,644.0,24.75,0.9595959595959596,91946.66
2005-07-19,2005-07-20,TOPQ,long,33,1601.25,1591.25,ambiguous_stop,-10.0,-10.5,-742.5,10.0,-1.05,91204.16
2005-08-12,2005-08-15,NR7,long,22,1600.25,1606.0,close,5.75,5.25,198.0,14.75,0.3559322033898305,91402.16
2005-09-28,2005-09-29,NR7,short,13,1575.25,1592.5,stop,-17.25,-17.75,-481.0,17.25,-1.0289855072463767,90921.16
2005-10-03,2005-10-04,NR7,long,30,1624.75,1613.5,stop,-11.25,-11.75,-750.0,11.25,-1.0444444444444445,90171.16
2005-10-04,2005-10-05,TOPQ,short,24,1602.75,1589.75,target,13.0,12.5,564.0,13.5,0.9259259259259259,90735.16
2005-10-05,2005-10-06,TOPQ,short,24,1580.75,1567.75,target,13.0,12.5,564.0,13.5,0.9259259259259259,91299.16
2005-10-11,2005-10-12,TOPQ,short,32,1542.75,1553.25,ambiguous_stop,-10.5,-11.0,-752.0,10.5,-1.0476190476190477,90547.16
2005-10-18,2005-10-19,TOPQ,short,38,1543.75,1552.75,ambiguous_stop,-9.0,-9.5,-779.0,9.0,-1.0555555555555556,89768.16
2005-10-19,2005-10-20,TOPQ,long,14,1582.25,1557.75,stop,-24.5,-25.0,-721.0,24.5,-1.0204081632653061,89047.16
2005-10-21,2005-10-24,TOPQ,long,36,1580.25,1571.0,ambiguous_stop,-9.25,-9.75,-756.0,9.25,-1.054054054054054,88291.16
2005-10-28,2005-10-31,TOPQ,long,33,1565.25,1574.75,target,9.5,9.0,544.5,10.0,0.9,88835.66
2005-11-01,2005-11-02,NR7,long,20,1590.25,1609.5,close,19.25,18.75,720.0,16.25,1.1538461538461537,89555.66
2005-11-02,2005-11-03,TOPQ,long,18,1611.25,1628.0,target,16.75,16.25,558.0,17.25,0.9420289855072463,90113.66
2005-11-09,2005-11-10,NR7,long,26,1642.75,1629.5,stop,-13.25,-13.75,-754.0,13.25,-1.0377358490566038,89359.66
2005-11-16,2005-11-17,TOPQ,long,42,1662.25,1669.5,target,7.25,6.75,504.0,7.75,0.8709677419354839,89863.66
2005-12-16,2005-12-19,NR7,short,36,1698.75,1708.0,ambiguous_stop,-9.25,-9.75,-756.0,9.25,-1.054054054054054,89107.66
2006-01-03,2006-01-04,TOPQ,long,12,1701.25,1713.0,close,11.75,11.25,252.0,27.75,0.40540540540540543,89359.66
2006-01-05,2006-01-06,TOPQ,long,36,1725.75,1734.25,target,8.5,8.0,522.0,9.0,0.8888888888888888,89881.66
2006-01-30,2006-01-31,NR7,short,30,1719.25,1701.61,target,17.6400000000001,17.1400000000001,983.400000000006,10.75,1.5944186046511721,90865.06000000001
2006-02-02,2006-02-03,TOPQ,short,18,1688.25,1671.0,target,17.25,16.75,576.0,17.75,0.9436619718309859,91441.06000000001
2006-02-08,2006-02-09,TOPQ,long,33,1680.25,1670.25,stop,-10.0,-10.5,-742.5,10.0,-1.05,90698.56000000001
2006-02-09,2006-02-10,TOPQ,short,21,1657.75,1673.5,ambiguous_stop,-15.75,-16.25,-714.0,15.75,-1.0317460317460319,89984.56000000001
2006-02-20,2006-02-21,NR7,long,63,1680.75,1675.5,stop,-5.25,-5.75,-819.0,5.25,-1.0952380952380953,89165.56000000001
2006-03-02,2006-03-03,TOPQ,long,36,1703.75,1694.75,stop,-9.0,-9.5,-738.0,9.0,-1.0555555555555556,88427.56000000001
2006-03-03,2006-03-06,TOPQ,short,21,1679.25,1674.5,close,4.75,4.25,147.0,15.5,0.27419354838709675,88574.56000000001
2006-03-08,2006-03-09,TOPQ,long,27,1671.75,1659.5,stop,-12.25,-12.75,-729.0,12.25,-1.0408163265306123,87845.56000000001
2006-03-09,2006-03-10,TOPQ,short,20,1641.75,1658.0,stop,-16.25,-16.75,-700.0,16.25,-1.0307692307692307,87145.56000000001
2006-03-13,2006-03-14,NR7,long,18,1665.25,1686.0,close,20.75,20.25,702.0,17.75,1.1408450704225352,87847.56000000001
2006-03-21,2006-03-22,TOPQ,short,15,1687.25,1691.0,close,-3.75,-4.25,-150.0,20.25,-0.20987654320987653,87697.56000000001
2006-04-26,2006-04-27,NR7,long,21,1721.5,1706.25,stop,-15.25,-15.75,-693.0,15.25,-1.0327868852459017,87004.56000000001
2006-04-28,2006-05-01,TOPQ,short,34,1708.75,1718.125,ambiguous_stop,-9.375,-9.875,-722.5,9.375,-1.0533333333333332,86282.06000000001
2006-05-10,2006-05-11,TOPQ,short,26,1697.75,1685.75,target,12.0,11.5,559.0,12.5,0.92,86841.06000000001
2006-05-11,2006-05-12,TOPQ,short,14,1659.75,1641.5,close,18.25,17.75,476.0,23.375,0.7593582887700535,87317.06000000001
2006-05-12,2006-05-15,TOPQ,short,21,1639.0,1628.0,target,11.0,10.5,409.5,15.0,0.7,87726.56000000001
2006-05-16,2006-05-17,TOPQ,short,32,1623.75,1634.0,ambiguous_stop,-10.25,-10.75,-736.0,10.25,-1.048780487804878,86990.56000000001
2006-05-17,2006-05-18,TOPQ,short,18,1600.5,1617.875,stop,-17.375,-17.875,-670.5,17.375,-1.0287769784172662,86320.06000000001
2006-05-18,2006-05-19,TOPQ,short,22,1591.75,1605.25,stop,-13.5,-14.0,-649.0,13.5,-1.037037037037037,85671.06000000001
2006-05-23,2006-05-24,TOPQ,short,14,1562.0,1584.625,stop,-22.625,-23.125,-668.5,22.625,-1.022099447513812,85002.56000000001
2006-05-24,2006-05-25,TOPQ,long,18,1592.0,1605.25,close,13.25,12.75,432.0,17.5,0.7285714285714285,85434.56000000001
2006-05-29,2006-05-30,NR7,short,57,1605.75,1596.93,target,8.819999999999936,8.319999999999936,862.9799999999927,5.5,1.5127272727272612,86297.54000000001
2006-05-30,2006-05-31,TOPQ,short,16,1569.5,1588.5,stop,-19.0,-19.5,-648.0,19.0,-1.0263157894736843,85649.54000000001
2006-06-01,2006-06-02,TOPQ,long,14,1620.0,1614.5,close,-5.5,-6.0,-189.0,22.625,-0.26519337016574585,85460.54000000001
2006-06-05,2006-06-06,TOPQ,short,18,1579.0,1562.125,target,16.875,16.375,562.5,17.375,0.9424460431654677,86023.04000000001
2006-06-07,2006-06-08,TOPQ,short,16,1558.5,1540.875,target,17.625,17.125,524.0,18.125,0.9448275862068966,86547.04000000001
2006-06-09,2006-06-12,TOPQ,short,21,1547.5,1533.375,target,14.125,13.625,540.75,14.625,0.9316239316239316,87087.79000000001
2006-06-12,2006-06-13,TOPQ,short,15,1520.25,1515.25,close,5.0,4.5,112.5,20.0,0.225,87200.29000000001
2006-06-14,2006-06-15,NR7,long,14,1532.5,1569.04,target,36.539999999999964,36.039999999999964,988.119999999999,22.0,1.6381818181818166,88188.41
2006-06-16,2006-06-19,NR7,short,22,1566.25,1580.25,stop,-14.0,-14.5,-671.0,14.0,-1.0357142857142858,87517.41
2006-06-26,2006-06-27,NR7,short,22,1565.25,1542.57,target,22.680000000000064,22.180000000000064,942.9200000000028,13.75,1.6130909090909138,88460.33
2006-06-28,2006-06-29,TOPQ,long,30,1558.5,1569.0,target,10.5,10.0,555.0,11.0,0.9090909090909091,89015.33
2006-07-06,2006-07-07,TOPQ,short,33,1560.5,1570.5,ambiguous_stop,-10.0,-10.5,-742.5,10.0,-1.05,88272.83
2006-07-07,2006-07-10,TOPQ,short,16,1542.25,1537.75,close,4.5,4.0,104.0,19.5,0.20512820512820512,88376.83
2006-07-12,2006-07-13,TOPQ,short,18,1511.25,1493.5,target,17.75,17.25,594.0,18.25,0.9452054794520548,88970.83
2006-07-13,2006-07-14,TOPQ,short,20,1487.0,1471.125,target,15.875,15.375,585.0,16.375,0.9389312977099237,89555.83
2006-07-17,2006-07-18,NR7,short,15,1464.5,1486.75,stop,-22.25,-22.75,-705.0,22.25,-1.0224719101123596,88850.83
2006-07-18,2006-07-19,TOPQ,long,20,1489.5,1505.0,target,15.5,15.0,570.0,16.0,0.9375,89420.83
2006-07-20,2006-07-21,TOPQ,short,16,1470.5,1461.25,close,9.25,8.75,256.0,18.75,0.4666666666666667,89676.83
2006-07-21,2006-07-24,TOPQ,short,24,1459.5,1472.875,stop,-13.375,-13.875,-702.0,13.375,-1.0373831775700935,88974.83
2006-07-25,2006-07-26,NR7,short,15,1484.0,1505.0,stop,-21.0,-21.5,-667.5,21.0,-1.0238095238095237,88307.33
2006-07-31,2006-08-01,NR7,short,18,1509.5,1493.75,close,15.75,15.25,522.0,17.5,0.8714285714285714,88829.33
2006-08-03,2006-08-04,TOPQ,long,18,1527.75,1510.0,stop,-17.75,-18.25,-684.0,17.75,-1.028169014084507,88145.33
2006-08-11,2006-08-14,NR7,long,20,1501.75,1500.25,close,-1.5,-2.0,-110.0,16.25,-0.12307692307692308,88035.33
2006-08-15,2006-08-16,TOPQ,long,15,1542.5,1563.125,target,20.625,20.125,581.25,21.125,0.9526627218934911,88616.58
2006-08-22,2006-08-23,TOPQ,short,27,1560.5,1572.25,ambiguous_stop,-11.75,-12.25,-702.0,11.75,-1.0425531914893618,87914.58
2006-09-04,2006-09-05,NR7,long,48,1596.75,1590.0,ambiguous_stop,-6.75,-7.25,-768.0,6.75,-1.0740740740740742,87146.58
2006-09-29,2006-10-02,NR7,short,24,1669.0,1647.58,target,21.420000000000073,20.920000000000073,968.1600000000035,13.0,1.6092307692307748,88114.74
2006-10-02,2006-10-03,TOPQ,short,22,1646.0,1660.5,stop,-14.5,-15.0,-693.0,14.5,-1.0344827586206897,87421.74
2006-10-16,2006-10-17,NR7,short,26,1735.5,1714.92,target,20.579999999999927,20.079999999999927,1005.1599999999962,12.5,1.6063999999999943,88426.9
2006-10-25,2006-10-26,NR7,long,16,1741.5,1753.0,close,11.5,11.0,328.0,20.0,0.55,88754.9
2006-10-31,2006-11-01,NR7,long,16,1750.0,1731.25,stop,-18.75,-19.25,-640.0,18.75,-1.0266666666666666,88114.9
2006-11-08,2006-11-09,TOPQ,long,21,1765.5,1750.375,stop,-15.125,-15.625,-687.75,15.125,-1.0330578512396693,87427.15
2006-11-13,2006-11-14,TOPQ,long,28,1778.5,1767.125,ambiguous_stop,-11.375,-11.875,-707.0,11.375,-1.043956043956044,86720.15
2006-12-07,2006-12-08,TOPQ,short,18,1776.0,1793.125,stop,-17.125,-17.625,-661.5,17.125,-1.0291970802919708,86058.65
2006-12-18,2006-12-19,TOPQ,short,15,1804.0,1803.25,close,0.75,0.25,-15.0,19.875,0.012578616352201259,86043.65
2006-12-20,2006-12-21,NR7,short,15,1796.0,1785.25,close,10.75,10.25,285.0,20.0,0.5125,86328.65
2006-12-29,2007-01-03,TOPQ,short,30,1772.5,1783.0,ambiguous_stop,-10.5,-11.0,-705.0,10.5,-1.0476190476190477,85623.65
2007-01-10,2007-01-11,TOPQ,long,16,1835.75,1854.25,target,18.5,18.0,552.0,19.0,0.9473684210526315,86175.65
2007-01-17,2007-01-18,TOPQ,short,32,1838.25,1828.875,target,9.375,8.875,520.0,9.875,0.8987341772151899,86695.65
2007-01-19,2007-01-22,NR7,short,21,1800.5,1792.25,close,8.25,7.75,294.0,15.0,0.5166666666666667,86989.65
2007-01-24,2007-01-25,TOPQ,long,16,1819.5,1800.25,stop,-19.25,-19.75,-656.0,19.25,-1.025974025974026,86333.65
2007-01-30,2007-01-31,NR7,long,24,1794.75,1782.0,stop,-12.75,-13.25,-672.0,12.75,-1.0392156862745099,85661.65
2007-02-08,2007-02-09,TOPQ,long,42,1823.5,1816.0,stop,-7.5,-8.0,-735.0,7.5,-1.0666666666666667,84926.65
2007-02-13,2007-02-14,NR7,long,22,1798.5,1821.18,target,22.680000000000064,22.180000000000064,942.9200000000028,13.75,1.6130909090909138,85869.56999999999
2007-02-16,2007-02-20,NR7,long,28,1831.0,1819.75,stop,-11.25,-11.75,-700.0,11.25,-1.0444444444444445,85169.56999999999
2007-02-27,2007-02-28,TOPQ,short,6,1744.0,1765.5,close,-21.5,-22.0,-273.0,47.25,-0.4656084656084656,84896.56999999999
2007-03-02,2007-03-05,TOPQ,short,15,1724.0,1704.875,target,19.125,18.625,536.25,19.625,0.9490445859872612,85432.81999999999
2007-03-07,2007-03-08,NR7,short,22,1735.25,1749.25,stop,-14.0,-14.5,-671.0,14.0,-1.0357142857142858,84761.81999999999
2007-03-08,2007-03-09,TOPQ,long,22,1760.0,1746.5,stop,-13.5,-14.0,-649.0,13.5,-1.037037037037037,84112.81999999999
2007-03-13,2007-03-14,TOPQ,short,15,1718.5,1739.375,stop,-20.875,-21.375,-663.75,20.875,-1.0239520958083832,83449.06999999999
2007-03-16,2007-03-19,NR7,long,12,1761.0,1773.35,target,12.349999999999909,11.849999999999909,266.3999999999978,24.75,0.4787878787878751,83715.46999999999
2007-03-20,2007-03-21,TOPQ,long,38,1794.0,1785.75,ambiguous_stop,-8.25,-8.75,-722.0,8.25,-1.0606060606060606,82993.46999999999
2007-03-23,2007-03-26,NR7,short,21,1810.5,1818.25,close,-7.75,-8.25,-378.0,14.0,-0.5892857142857143,82615.46999999999
2007-03-28,2007-03-29,TOPQ,short,26,1786.75,1798.625,ambiguous_stop,-11.875,-12.375,-682.5,11.875,-1.0421052631578946,81932.96999999999
2007-04-11,2007-04-12,TOPQ,short,22,1807.0,1820.5,stop,-13.5,-14.0,-649.0,13.5,-1.037037037037037,81283.96999999999
2007-04-27,2007-04-30,TOPQ,long,45,1907.5,1900.875,stop,-6.625,-7.125,-708.75,6.625,-1.0754716981132075,80575.21999999999
2007-05-11,2007-05-14,TOPQ,long,20,1912.0,1897.0,stop,-15.0,-15.5,-650.0,15.0,-1.0333333333333334,79925.21999999999
2007-05-15,2007-05-16,TOPQ,short,20,1877.5,1892.5,stop,-15.0,-15.5,-650.0,15.0,-1.0333333333333334,79275.21999999999
2007-05-23,2007-05-24,TOPQ,short,24,1907.5,1895.875,target,11.625,11.125,498.0,12.125,0.9175257731958762,79773.21999999999
2007-06-05,2007-06-06,TOPQ,long,30,1937.75,1928.125,stop,-9.625,-10.125,-652.5,9.625,-1.051948051948052,79120.71999999999
2007-06-06,2007-06-07,TOPQ,short,21,1910.5,1896.875,target,13.625,13.125,519.75,14.125,0.9292035398230089,79640.46999999999
2007-06-07,2007-06-08,TOPQ,short,14,1881.5,1902.75,stop,-21.25,-21.75,-630.0,21.25,-1.0235294117647058,79010.46999999999
2007-06-12,2007-06-13,TOPQ,short,24,1888.75,1901.0,stop,-12.25,-12.75,-648.0,12.25,-1.0408163265306123,78362.46999999999
2007-06-20,2007-06-21,TOPQ,short,18,1945.0,1960.125,stop,-15.125,-15.625,-589.5,15.125,-1.0330578512396693,77772.96999999999
2007-06-26,2007-06-27,TOPQ,short,22,1923.25,1936.0,stop,-12.75,-13.25,-616.0,12.75,-1.0392156862745099,77156.96999999999
2007-06-28,2007-06-29,NR7,short,16,1951.25,1967.75,stop,-16.5,-17.0,-568.0,16.5,-1.0303030303030303,76588.96999999999
2007-07-10,2007-07-11,TOPQ,short,26,1989.0,2000.0,stop,-11.0,-11.5,-637.0,11.0,-1.0454545454545454,75951.96999999999
2007-07-11,2007-07-12,TOPQ,long,20,2010.25,2023.5,target,13.25,12.75,480.0,13.75,0.9272727272727272,76431.96999999999
2007-07-27,2007-07-30,TOPQ,short,10,1960.5,1986.625,stop,-26.125,-26.625,-547.5,26.125,-1.0191387559808613,75884.46999999999
2007-07-30,2007-07-31,TOPQ,long,14,1996.5,1976.75,stop,-19.75,-20.25,-588.0,19.75,-1.0253164556962024,75296.46999999999
2007-07-31,2007-08-01,TOPQ,short,8,1942.0,1960.5,close,-18.5,-19.0,-316.0,34.875,-0.5448028673835126,74980.46999999999
2007-08-01,2007-08-02,TOPQ,long,14,1963.75,1980.0,close,16.25,15.75,420.0,20.125,0.782608695652174,75400.46999999999
2007-08-03,2007-08-06,TOPQ,short,10,1928.25,1955.0,stop,-26.75,-27.25,-560.0,26.75,-1.0186915887850467,74840.46999999999
2007-08-06,2007-08-07,TOPQ,long,14,1965.0,1944.375,ambiguous_stop,-20.625,-21.125,-612.5,20.625,-1.0242424242424242,74227.96999999999
2007-08-09,2007-08-10,TOPQ,short,9,1942.25,1912.625,target,29.625,29.125,510.75,30.125,0.966804979253112,74738.71999999999
2007-08-13,2007-08-14,NR7,short,10,1931.75,1914.75,close,17.0,16.5,315.0,25.5,0.6470588235294118,75053.71999999999
2007-08-14,2007-08-15,TOPQ,short,12,1910.0,1889.5,target,20.5,20.0,462.0,21.0,0.9523809523809523,75515.71999999999
2007-08-15,2007-08-16,TOPQ,short,10,1872.5,1847.25,target,25.25,24.75,480.0,25.75,0.9611650485436893,75995.71999999999
2007-08-21,2007-08-22,TOPQ,long,15,1924.25,1941.625,target,17.375,16.875,483.75,17.875,0.9440559440559441,76479.46999999999
2007-08-22,2007-08-23,TOPQ,long,20,1946.5,1932.0,stop,-14.5,-15.0,-630.0,14.5,-1.0344827586206897,75849.46999999999
2007-08-27,2007-08-28,NR7,short,12,1948.0,1912.3,target,35.700000000000045,35.200000000000045,826.8000000000011,21.5,1.6372093023255836,76676.26999999999
2007-08-29,2007-08-30,TOPQ,long,9,1962.25,1974.75,close,12.5,12.0,202.5,28.25,0.4247787610619469,76878.76999999999
2007-08-31,2007-09-04,TOPQ,long,20,2001.0,1986.875,ambiguous_stop,-14.125,-14.625,-615.0,14.125,-1.0353982300884956,76263.76999999999
2007-09-06,2007-09-07,NR7,short,12,1988.5,1970.5,close,18.0,17.5,402.0,22.5,0.7777777777777778,76665.76999999999
2007-09-11,2007-09-12,TOPQ,long,20,1995.25,2009.25,target,14.0,13.5,510.0,14.5,0.9310344827586207,77175.76999999999
2007-09-13,2007-09-14,NR7,short,16,1991.0,2001.25,close,-10.25,-10.75,-368.0,17.5,-0.6142857142857143,76807.76999999999
2007-10-10,2007-10-11,NR7,long,18,2199.25,2184.25,stop,-15.0,-15.5,-585.0,15.0,-1.0333333333333334,76222.76999999999
2007-10-12,2007-10-15,TOPQ,long,12,2200.25,2178.25,stop,-22.0,-22.5,-558.0,22.0,-1.0227272727272727,75664.76999999999
2007-10-17,2007-10-18,TOPQ,long,12,2203.0,2181.5,stop,-21.5,-22.0,-546.0,21.5,-1.0232558139534884,75118.76999999999
2007-10-18,2007-10-19,TOPQ,long,16,2210.25,2194.125,stop,-16.125,-16.625,-556.0,16.125,-1.0310077519379846,74562.76999999999
2007-10-19,2007-10-22,TOPQ,short,8,2146.25,2171.75,close,-25.5,-26.0,-428.0,36.125,-0.7197231833910035,74134.76999999999
2007-10-22,2007-10-23,TOPQ,long,10,2177.25,2201.625,target,24.375,23.875,462.5,24.875,0.9597989949748744,74597.26999999999
2007-10-24,2007-10-25,TOPQ,long,9,2209.5,2181.625,stop,-27.875,-28.375,-524.25,27.875,-1.0179372197309418,74073.01999999999
2007-10-29,2007-10-30,NR7,long,10,2230.5,2217.75,close,-12.75,-13.25,-280.0,26.25,-0.5047619047619047,73793.01999999999
2007-10-31,2007-11-01,TOPQ,long,12,2253.25,2231.75,stop,-21.5,-22.0,-546.0,21.5,-1.0232558139534884,73247.01999999999
2007-11-01,2007-11-02,TOPQ,short,10,2207.5,2232.0,stop,-24.5,-25.0,-515.0,24.5,-1.0204081632653061,72732.01999999999
2007-11-07,2007-11-08,TOPQ,short,8,2175.0,2150.0,target,25.0,24.5,380.0,30.5,0.8032786885245902,73112.01999999999
2007-11-08,2007-11-09,TOPQ,short,4,2080.75,2041.75,close,39.0,38.5,302.0,49.75,0.7738693467336684,73414.01999999999
2007-11-09,2007-11-12,TOPQ,short,6,2037.0,1998.25,target,38.75,38.25,450.0,39.25,0.9745222929936306,73864.01999999999
2007-11-12,2007-11-13,TOPQ,short,8,1986.25,2019.125,stop,-32.875,-33.375,-546.0,32.875,-1.015209125475285,73318.01999999999
2007-11-13,2007-11-14,TOPQ,long,4,2075.0,2057.5,close,-17.5,-18.0,-150.0,46.5,-0.3870967741935484,73168.01999999999
2007-11-15,2007-11-16,NR7,short,4,2015.25,2055.25,close,-40.0,-40.5,-330.0,48.25,-0.8393782383419689,72838.01999999999
2007-11-16,2007-11-19,NR7,long,4,2061.0,2028.0,close,-33.0,-33.5,-274.0,47.0,-0.7127659574468085,72564.01999999999
2007-11-19,2007-11-20,TOPQ,short,10,2016.0,2040.375,stop,-24.375,-24.875,-512.5,24.375,-1.0205128205128204,72051.51999999999
2007-11-23,2007-11-26,NR7,long,8,2037.5,2004.5,stop,-33.0,-33.5,-548.0,33.0,-1.0151515151515151,71503.51999999999
2007-11-27,2007-11-28,TOPQ,long,10,2040.25,2062.375,target,22.125,21.625,417.5,22.625,0.9558011049723757,71921.01999999999
2007-11-28,2007-11-29,TOPQ,long,6,2107.25,2100.5,close,-6.75,-7.25,-96.0,41.75,-0.17365269461077845,71825.01999999999
2007-11-29,2007-11-30,NR7,long,9,2114.25,2085.75,stop,-28.5,-29.0,-535.5,28.5,-1.0175438596491229,71289.51999999999
2007-12-03,2007-12-04,TOPQ,short,15,2069.5,2053.0,target,16.5,16.0,457.5,17.0,0.9411764705882353,71747.01999999999
2007-12-05,2007-12-06,TOPQ,long,10,2108.5,2131.5,target,23.0,22.5,435.0,23.5,0.9574468085106383,72182.01999999999
2007-12-10,2007-12-11,NR7,long,14,2145.0,2125.75,stop,-19.25,-19.75,-574.0,19.25,-1.025974025974026,71608.01999999999
2007-12-11,2007-12-12,TOPQ,short,8,2084.0,2117.75,stop,-33.75,-34.25,-560.0,33.75,-1.0148148148148148,71048.01999999999
2007-12-14,2007-12-17,TOPQ,short,12,2064.0,2056.25,target,7.75,7.25,156.0,21.25,0.3411764705882353,71204.01999999999
2007-12-17,2007-12-18,TOPQ,short,8,2021.75,2029.25,close,-7.5,-8.0,-140.0,30.125,-0.26556016597510373,71064.01999999999
2007-12-19,2007-12-20,NR7,long,10,2040.5,2076.5,close,36.0,35.5,695.0,23.75,1.4947368421052631,71759.01999999999
2007-12-20,2007-12-21,TOPQ,long,10,2077.75,2098.375,target,20.625,20.125,387.5,22.625,0.8895027624309392,72146.51999999999
2007-12-26,2007-12-27,TOPQ,long,20,2164.5,2151.25,stop,-13.25,-13.75,-580.0,13.25,-1.0377358490566038,71566.51999999999
2007-12-27,2007-12-28,TOPQ,short,12,2124.5,2144.875,stop,-20.375,-20.875,-519.0,20.375,-1.0245398773006136,71047.51999999999
2007-12-31,2008-01-02,TOPQ,short,20,2100.75,2114.25,ambiguous_stop,-13.5,-14.0,-590.0,13.5,-1.037037037037037,70457.51999999999
2008-01-03,2008-01-04,TOPQ,long,20,2082.25,2069.375,stop,-12.875,-13.375,-565.0,12.875,-1.0388349514563107,69892.51999999999
2008-01-04,2008-01-07,TOPQ,short,4,1976.5,1975.25,close,1.25,0.75,0.0,53.25,0.014084507042253521,69892.51999999999
2008-01-08,2008-01-09,TOPQ,short,6,1921.5,1960.125,stop,-38.625,-39.125,-478.5,38.625,-1.0129449838187703,69414.01999999999
2008-01-09,2008-01-10,TOPQ,long,8,1965.0,1960.75,close,-4.25,-4.75,-88.0,31.125,-0.15261044176706828,69326.01999999999
2008-01-17,2008-01-18,TOPQ,short,9,1848.5,1876.875,stop,-28.375,-28.875,-533.25,28.375,-1.0176211453744493,68792.76999999999
2008-01-18,2008-01-22,TOPQ,short,10,1838.75,1815.0,target,23.75,23.25,450.0,24.25,0.9587628865979382,69242.76999999999
2008-01-23,2008-01-24,TOPQ,long,4,1812.25,1837.0,close,24.75,24.25,188.0,57.125,0.424507658643326,69430.76999999999
2008-01-24,2008-01-25,NR7,long,4,1847.0,1798.5,stop,-48.5,-49.0,-398.0,48.5,-1.0103092783505154,69032.76999999999
2008-01-25,2008-01-28,TOPQ,short,6,1790.75,1810.25,close,-19.5,-20.0,-249.0,41.5,-0.4819277108433735,68783.76999999999
2008-01-28,2008-01-29,TOPQ,long,9,1815.0,1812.0,close,-3.0,-3.5,-76.5,26.875,-0.13023255813953488,68707.26999999999
2008-01-29,2008-01-30,NR7,short,9,1797.25,1825.0,stop,-27.75,-28.25,-522.0,27.75,-1.018018018018018,68185.26999999999
2008-01-31,2008-02-01,TOPQ,long,6,1860.75,1863.5,close,2.75,2.25,18.0,38.75,0.05806451612903226,68203.26999999999
